text,label
香港黑龙江经济合作促进会捐赠1.5万个口罩给香港多家儿童医院。,"[{""start"": 0, ""end"": 2, ""text"": ""香港"", ""labels"": [""LOC""]}, {""start"": 2, ""end"": 5, ""text"": ""黑龙江"", ""labels"": [""LOC""]}, {""start"": 19, ""end"": 21, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
",王锡锌：这个裁量权空间很大，有的地方存在法律问题政治化。","[{""start"": 1, ""end"": 4, ""text"": ""王锡锌"", ""labels"": [""PER""]}]"
就职后，谭德塞一直致力于实现帮助每个国家在2030年前实现全民健康覆盖的目标，他还呼吁每个国家，无论富有或贫穷，都将国内生产总值的1%用于基层卫生保健。,"[{""start"": 4, ""end"": 7, ""text"": ""谭德塞"", ""labels"": [""PER""]}, {""start"": 21, ""end"": 26, ""text"": ""2030年"", ""labels"": [""TIME""]}]"
",“云发布会”更是吸引了小米、阿迪达斯等众多品牌。","[{""start"": 12, ""end"": 14, ""text"": ""小米"", ""labels"": [""ORG""]}]"
",直接复盘对比03年A股，可能未充分考虑到资本市场开放质的提升下外资的影响，我们认为分析疫情影响时需要充分考虑外资这一因素。","[{""start"": 7, ""end"": 10, ""text"": ""03年"", ""labels"": [""TIME""]}]"
医疗物资支援疫情前线工作始终没有停歇，连日来，华发集团竭尽全力推动落实相关物资采购事宜，期间虽几经周折，但始终没有放弃。,"[{""start"": 0, ""end"": 4, ""text"": ""医疗物资"", ""labels"": [""TOOL""]}, {""start"": 23, ""end"": 27, ""text"": ""华发集团"", ""labels"": [""ORG""]}]"
",在线教育开启别样的“校园生活”,如果没有疫情，武汉英语老师曹薇会早早来到班级，和学生开始英语晨读。","[{""start"": 24, ""end"": 26, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 30, ""end"": 32, ""text"": ""曹薇"", ""labels"": [""PER""]}]"
"”,伦敦大学亚非学院中国研究院院长曾锐生说，由于中国与很多产业交织在一起，新冠肺炎疫情对整个经济所造成的影响难以量化。","[{""start"": 2, ""end"": 10, ""text"": ""伦敦大学亚非学院"", ""labels"": [""ORG""]}, {""start"": 10, ""end"": 15, ""text"": ""中国研究院"", ""labels"": [""ORG""]}, {""start"": 17, ""end"": 20, ""text"": ""曾锐生"", ""labels"": [""PER""]}, {""start"": 24, ""end"": 26, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 37, ""end"": 41, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}]"
"参与防疫可将杠杆提至5倍,来源：21世纪经济报道,作者：辛继召,参与疫情防控的小贷公司，经批准后可将融资杠杆从2倍提高到5倍。","[{""start"": 16, ""end"": 22, ""text"": ""21世纪经济"", ""labels"": [""ORG""]}, {""start"": 28, ""end"": 31, ""text"": ""辛继召"", ""labels"": [""PER""]}]"
中央已明确要求各级政府部门不得瞒报、漏报疫情。,"[{""start"": 0, ""end"": 2, ""text"": ""中央"", ""labels"": [""ORG""]}]"
每位新骑士上岗前，会提供免费口罩和防护措施培训；上岗后，需佩戴口罩，进行健康报备。,"[{""start"": 14, ""end"": 16, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 31, ""end"": 33, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
",中国上榜企业家数量,连续5年领先全球,胡润全球富豪榜数据显示，全球10亿美元企业家数量达到2816人，创纪录。","[{""start"": 1, ""end"": 3, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 20, ""end"": 22, ""text"": ""胡润"", ""labels"": [""PER""]}]"
"新浪财经讯,3月8日消息，益生股份晚间公告，2月鸡苗销售数量3188.4万只，同比增长52.22%，环比下降9.32%；销售收入7645.81万元，同比下降50.46%，环比下降41.45%。","[{""start"": 0, ""end"": 5, ""text"": ""新浪财经讯"", ""labels"": [""ORG""]}, {""start"": 6, ""end"": 10, ""text"": ""3月8日"", ""labels"": [""TIME""]}, {""start"": 22, ""end"": 24, ""text"": ""2月"", ""labels"": [""TIME""]}]"
国网湖北省电力公司当时的通报称，去年夏天湖北电网统调用电负荷再创新高，持续数天超过历史极值，迎峰度夏期间最大供应缺口约200万千瓦。,"[{""start"": 0, ""end"": 9, ""text"": ""国网湖北省电力公司"", ""labels"": [""ORG""]}, {""start"": 20, ""end"": 22, ""text"": ""湖北"", ""labels"": [""LOC""]}]"
",刘梦然：不同于餐饮等服务业，房地产经纪企业每年年末是淡季，因为很少会有消费者选择在过年前买房租房，企业老板都会做好年末亏损的准备。","[{""start"": 1, ""end"": 4, ""text"": ""刘梦然"", ""labels"": [""PER""]}]"
",郭春磊介绍，中信建投首批疫情防控债券发行人涉及疫情防控多个领域：有直接为抗击疫情的医院、医药企业提供物资和资金支援的央企，有为疫情防控调配应急物资保障的地方国企，有保障人民群众生活物资平稳供应的商业流通企业，还有为公众出行提供安全保障的公用事业企业。","[{""start"": 1, ""end"": 4, ""text"": ""郭春磊"", ""labels"": [""PER""]}, {""start"": 7, ""end"": 11, ""text"": ""中信建投"", ""labels"": [""ORG""]}]"
",具体来说，从居民端来看，通胀预期会对居民消费产生提振作用，但受疫情影响，今年春节居民消费受到一定冲击，预计1月居民短期信贷同比增量低于去年同期；1月以来，商品房销售有所下滑，,由于房地产销售增速与居民的新增中长期贷款的同比增量有较强的正相关关系，因此预计1月居民新增信贷同比增量变化不大。","[{""start"": 39, ""end"": 41, ""text"": ""春节"", ""labels"": [""TIME""]}, {""start"": 54, ""end"": 56, ""text"": ""1月"", ""labels"": [""TIME""]}, {""start"": 73, ""end"": 75, ""text"": ""1月"", ""labels"": [""TIME""]}, {""start"": 128, ""end"": 130, ""text"": ""1月"", ""labels"": [""TIME""]}]"
"自,2002,年以来，假设一批投资者在任何一天买入沪深,300,指数并持有五年，有,77.23%的人可以获得正收益，年化回报的中位数在,8.58%；但如果同样的情况下只持有,1,年，只有,48.07%的投资者会盈利，不到半数，年化回报的中位数是-0.88%（wind，数据截至2018年底，中欧基金整理）。","[{""start"": 2, ""end"": 8, ""text"": ""2002,年"", ""labels"": [""TIME""]}, {""start"": 138, ""end"": 143, ""text"": ""2018年"", ""labels"": [""TIME""]}, {""start"": 145, ""end"": 149, ""text"": ""中欧基金"", ""labels"": [""ORG""]}]"
",在疫情防控的关键时刻，中央指导组在武汉市展开的这次特殊行动受到各界高度关注。","[{""start"": 18, ""end"": 21, ""text"": ""武汉市"", ""labels"": [""LOC""]}, {""start"": 12, ""end"": 14, ""text"": ""中央"", ""labels"": [""ORG""]}]"
",他们提到，美国的中国游客人数急剧减少，尤其是来自湖北省的。","[{""start"": 6, ""end"": 8, ""text"": ""美国"", ""labels"": [""LOC""]}, {""start"": 9, ""end"": 11, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 25, ""end"": 28, ""text"": ""湖北省"", ""labels"": [""LOC""]}]"
",据悉，到2020年底，天津市中心城区等区域基本实现5G网络覆盖，应用及产业示范效应初显；到2022年底，初步建成基础设施完备、应用场景丰富、高端产业集群汇聚的5G创新示范城市。","[{""start"": 5, ""end"": 11, ""text"": ""2020年底"", ""labels"": [""TIME""]}, {""start"": 12, ""end"": 19, ""text"": ""天津市中心城区"", ""labels"": [""LOC""]}, {""start"": 46, ""end"": 52, ""text"": ""2022年底"", ""labels"": [""TIME""]}]"
此外，为方便疫区普通民众看病，缓解医护人员压力，水滴公司还携手相关合作伙伴，推出全方位的免费电话、图文和视频问诊的服务，方便民众足不出户就可以从容在线就医。,"[{""start"": 24, ""end"": 28, ""text"": ""水滴公司"", ""labels"": [""ORG""]}]"
",Digitimes,报道称，富士康除了为工厂现场进行彻底的消毒操作外，还为工人提供免费的班车上下班，进餐和住宿，富士康还将奖金从以前的,3000,元人民币提高到了,5000~,7000,元人民币。","[{""start"": 1, ""end"": 10, ""text"": ""Digitimes"", ""labels"": [""ORG""]}, {""start"": 15, ""end"": 18, ""text"": ""富士康"", ""labels"": [""ORG""]}, {""start"": 57, ""end"": 60, ""text"": ""富士康"", ""labels"": [""ORG""]}]"
新京报第一时间就此专访了吴海。,"[{""start"": 0, ""end"": 3, ""text"": ""新京报"", ""labels"": [""ORG""]}, {""start"": 12, ""end"": 14, ""text"": ""吴海"", ""labels"": [""PER""]}]"
《中国经济周刊》此前报道，疫情期间，农业银行湖南省分行出台《金融支持疫情防控和企业复工复产的实施方案》，给出诸如加大信贷资源配置、扩大并下放信贷业务权限、放宽突破借贷制度权限、简化业务流程、实行利率优惠等16条“干货”。,"[{""start"": 0, ""end"": 8, ""text"": ""《中国经济周刊》"", ""labels"": [""ORG""]}, {""start"": 18, ""end"": 22, ""text"": ""农业银行"", ""labels"": [""ORG""]}, {""start"": 22, ""end"": 25, ""text"": ""湖南省"", ""labels"": [""LOC""]}]"
另外，如果遭受额外的冲击，中国政策响应可能会更加积极，货币、政策及产业政策的空间依然具备，其中那些非贸易部门、内需中自主可控性强的领域可能是重点发力的领域。,"[{""start"": 13, ""end"": 15, ""text"": ""中国"", ""labels"": [""LOC""]}]"
"原标题：鄂尔多斯31名医护人员买口罩被骗，嫌疑人天津落网,新京报讯（记者,张静雅）天津一男子在微信群中谎称医护人员，以出售口罩为由对鄂尔多斯市某医院31名医护实施诈骗。","[{""start"": 4, ""end"": 8, ""text"": ""鄂尔多斯"", ""labels"": [""LOC""]}, {""start"": 16, ""end"": 18, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 29, ""end"": 33, ""text"": ""新京报讯"", ""labels"": [""ORG""]}, {""start"": 37, ""end"": 40, ""text"": ""张静雅"", ""labels"": [""PER""]}, {""start"": 24, ""end"": 26, ""text"": ""天津"", ""labels"": [""LOC""]}, {""start"": 41, ""end"": 43, ""text"": ""天津"", ""labels"": [""LOC""]}, {""start"": 61, ""end"": 63, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 66, ""end"": 71, ""text"": ""鄂尔多斯市"", ""labels"": [""LOC""]}]"
",华山医院感染科王医生建议：这边理解防雾霾口罩指的是N95口罩，即防护口罩。","[{""start"": 1, ""end"": 5, ""text"": ""华山医院"", ""labels"": [""ORG""]}, {""start"": 8, ""end"": 11, ""text"": ""王医生"", ""labels"": [""PER""]}, {""start"": 21, ""end"": 23, ""text"": ""口罩"", ""labels"": [""TOOL""]}, {""start"": 26, ""end"": 31, ""text"": ""N95口罩"", ""labels"": [""TOOL""]}, {""start"": 33, ""end"": 37, ""text"": ""防护口罩"", ""labels"": [""TOOL""]}]"
美联储降息50bp仅能起到缓冲经济作用，无法阻止疫情扩散。,"[{""start"": 0, ""end"": 3, ""text"": ""美联储"", ""labels"": [""ORG""]}]"
截至记者发稿，布伦特原油价格为54.09美元/桶，WTI原油价格为49.95美元/桶，都较近期1月20日高点下跌了近16%。,"[{""start"": 47, ""end"": 52, ""text"": ""1月20日"", ""labels"": [""TIME""]}]"
中国银行业积极落实政策要求，切实加强服务小微、民营企业能力，推动建立健全服务小微、民营企业的长效机制。,"[{""start"": 0, ""end"": 4, ""text"": ""中国银行"", ""labels"": [""ORG""]}]"
关于送饭晚的问题，其实??6日早上8点，??病人的早餐已经送到。,"[{""start"": 13, ""end"": 19, ""text"": ""6日早上8点"", ""labels"": [""TIME""]}]"
",在全面排查过程中，什刹海街道坚持线上报到与线下登记联动，依托“京心互助”“北京市疫情数据跟踪系统”建立返京人员数据库，实时追踪更新。","[{""start"": 10, ""end"": 15, ""text"": ""什刹海街道"", ""labels"": [""LOC""]}, {""start"": 38, ""end"": 41, ""text"": ""北京市"", ""labels"": [""LOC""]}]"
",香港市民抢购厕纸,?图源：星岛日报,香港市民抢购厕纸,?网络图,另据《星岛日报》报道，有超市的食物货架也被清空，有市民下午想去超市买罐头，惊见货架上只剩一罐午餐肉，卖方便面及大米的货架空空如也。","[{""start"": 1, ""end"": 3, ""text"": ""香港"", ""labels"": [""LOC""]}, {""start"": 14, ""end"": 18, ""text"": ""星岛日报"", ""labels"": [""ORG""]}, {""start"": 19, ""end"": 21, ""text"": ""香港"", ""labels"": [""LOC""]}, {""start"": 35, ""end"": 41, ""text"": ""《星岛日报》"", ""labels"": [""ORG""]}]"
中国将尽快推动出台生物安全法，加快构建国家生物安全法律法规体系、制度保障体系。,"[{""start"": 0, ""end"": 2, ""text"": ""中国"", ""labels"": [""LOC""]}]"
"（总台央视记者,高珧）,?,责任编辑：蒋晓桐","[{""start"": 1, ""end"": 5, ""text"": ""总台央视"", ""labels"": [""ORG""]}, {""start"": 8, ""end"": 10, ""text"": ""高珧"", ""labels"": [""PER""]}, {""start"": 19, ""end"": 22, ""text"": ""蒋晓桐"", ""labels"": [""PER""]}]"
“劳动参与率”意思是：美国有工作或正在找工作的人在工作年龄的美国人中的占比。,"[{""start"": 11, ""end"": 13, ""text"": ""美国"", ""labels"": [""LOC""]}]"
",“先开始以为是谣言，没想到晚上8点，窗外如期响起了音乐，‘武汉，加油’等呐喊声此起彼伏。","[{""start"": 30, ""end"": 32, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
一女子1月10日从武汉回到河南安阳后，家中5名亲属陆续发病，被确诊为新冠肺炎，而她本人并未出现症状。,"[{""start"": 3, ""end"": 8, ""text"": ""1月10日"", ""labels"": [""TIME""]}, {""start"": 9, ""end"": 11, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 13, ""end"": 17, ""text"": ""河南安阳"", ""labels"": [""LOC""]}, {""start"": 34, ""end"": 38, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}]"
",美债收益率倒挂,美债收益率倒挂再现，进一步强化美国经济转弱预期。","[{""start"": 24, ""end"": 26, ""text"": ""美国"", ""labels"": [""LOC""]}]"
后刘某某主动承认了其去过武汉的事实，返回滦南县后在家中并未外出，尚未造成其他严重后果。,"[{""start"": 1, ""end"": 4, ""text"": ""刘某某"", ""labels"": [""PER""]}, {""start"": 12, ""end"": 14, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 20, ""end"": 23, ""text"": ""滦南县"", ""labels"": [""LOC""]}]"
",然而，耿直哥经过多方核实得知，哈佛大学的医学院虽然这两天确实降了半旗，但这并不是为李文亮医生所降，而是为了纪念今年1月9日离世的哈佛医学院著名教授Stephen,P。","[{""start"": 16, ""end"": 20, ""text"": ""哈佛大学"", ""labels"": [""ORG""]}, {""start"": 42, ""end"": 45, ""text"": ""李文亮"", ""labels"": [""PER""]}, {""start"": 58, ""end"": 62, ""text"": ""1月9日"", ""labels"": [""TIME""]}, {""start"": 74, ""end"": 83, ""text"": ""Stephen,P"", ""labels"": [""PER""]}]"
",送还手机,留下感人背影,2月2日，年逾古稀的赵阿姨来到民生银行北京西坝河支行柜台取钱，不慎将手机遗失在营业厅，自己却并未发觉。","[{""start"": 13, ""end"": 17, ""text"": ""2月2日"", ""labels"": [""TIME""]}, {""start"": 23, ""end"": 26, ""text"": ""赵阿姨"", ""labels"": [""PER""]}, {""start"": 28, ""end"": 32, ""text"": ""民生银行"", ""labels"": [""ORG""]}, {""start"": 32, ""end"": 37, ""text"": ""北京西坝河"", ""labels"": [""LOC""]}]"
"（武汉卫健委官网）,点击进入专题：,聚焦新型冠状病毒肺炎疫情,责任编辑：吴金明","[{""start"": 1, ""end"": 6, ""text"": ""武汉卫健委"", ""labels"": [""ORG""]}, {""start"": 20, ""end"": 26, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}, {""start"": 26, ""end"": 28, ""text"": ""肺炎"", ""labels"": [""DIS""]}, {""start"": 36, ""end"": 39, ""text"": ""吴金明"", ""labels"": [""PER""]}]"
特朗普抱怨凯利设置了很多条条框框。,"[{""start"": 0, ""end"": 3, ""text"": ""特朗普"", ""labels"": [""PER""]}, {""start"": 5, ""end"": 7, ""text"": ""凯利"", ""labels"": [""PER""]}]"
",我们1月28日凌晨到了武汉的宾馆。","[{""start"": 3, ""end"": 8, ""text"": ""1月28日"", ""labels"": [""TIME""]}, {""start"": 12, ""end"": 14, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
中石油长庆油田天然气日产量高达1.3亿立方米以上，国家能源集团70处煤矿全部开工生产，国家电投山东海阳核电1号机组首次换料大修有序推进、2号机组安全稳定运行……煤电油气“血脉”畅通。,"[{""start"": 0, ""end"": 3, ""text"": ""中石油"", ""labels"": [""ORG""]}, {""start"": 3, ""end"": 7, ""text"": ""长庆油田"", ""labels"": [""LOC""]}, {""start"": 25, ""end"": 31, ""text"": ""国家能源集团"", ""labels"": [""ORG""]}, {""start"": 43, ""end"": 47, ""text"": ""国家电投"", ""labels"": [""ORG""]}, {""start"": 47, ""end"": 51, ""text"": ""山东海阳"", ""labels"": [""LOC""]}]"
",本次赠送的保险产品，在原有意外险的基础上拓展了新冠肺炎责任，若被保险人因新冠肺炎导致身故，保额可达10万元。","[{""start"": 24, ""end"": 28, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}, {""start"": 37, ""end"": 41, ""text"": ""新冠肺炎"", ""labels"": [""DIS""]}]"
2500多年前编成的诗歌总集《诗经》中就记载了130多种植物。,"[{""start"": 0, ""end"": 6, ""text"": ""2500多年"", ""labels"": [""TIME""]}]"
",传媒分析师王悦指出，近几日影视股集体下跌和新型肺炎疫情有着很直接的关系。","[{""start"": 6, ""end"": 8, ""text"": ""王悦"", ""labels"": [""PER""]}, {""start"": 22, ""end"": 26, ""text"": ""新型肺炎"", ""labels"": [""DIS""]}]"
",经过多方努力、积极促成，在云南省有关部门协调帮助下，终于在2月13日取得东方航空“绿色通道”的支持，利用东方航空现有的昆明往返金边客运航线临时改造成货运包机航线，将柬埔寨华人华侨捐赠的医疗防护物资运送国内。","[{""start"": 14, ""end"": 17, ""text"": ""云南省"", ""labels"": [""LOC""]}, {""start"": 30, ""end"": 35, ""text"": ""2月13日"", ""labels"": [""TIME""]}, {""start"": 37, ""end"": 41, ""text"": ""东方航空"", ""labels"": [""ORG""]}, {""start"": 53, ""end"": 57, ""text"": ""东方航空"", ""labels"": [""ORG""]}, {""start"": 60, ""end"": 62, ""text"": ""昆明"", ""labels"": [""LOC""]}, {""start"": 64, ""end"": 66, ""text"": ""金边"", ""labels"": [""LOC""]}, {""start"": 83, ""end"": 86, ""text"": ""柬埔寨"", ""labels"": [""LOC""]}, {""start"": 93, ""end"": 99, ""text"": ""医疗防护物资"", ""labels"": [""TOOL""]}]"
同时，雷神山医院后期用气也将全部免费，并将安排专人值班，24小时监控，确保雷神山医院的用气不出任何故障。,"[{""start"": 3, ""end"": 6, ""text"": ""雷神山"", ""labels"": [""LOC""]}, {""start"": 37, ""end"": 40, ""text"": ""雷神山"", ""labels"": [""LOC""]}]"
",值得一提的是，2月28日，河南省人民政府网站发布文章，省政府约谈驻马店市人民政府主要负责同志，坚持“房住不炒”，落实主体责任。","[{""start"": 8, ""end"": 13, ""text"": ""2月28日"", ""labels"": [""TIME""]}, {""start"": 14, ""end"": 21, ""text"": ""河南省人民政府"", ""labels"": [""ORG""]}, {""start"": 34, ""end"": 41, ""text"": ""马店市人民政府"", ""labels"": [""ORG""]}]"
"”??,点击进入专题：,聚焦新型冠状病毒肺炎疫情,责任编辑：杨杰","[{""start"": 14, ""end"": 20, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}, {""start"": 20, ""end"": 22, ""text"": ""肺炎"", ""labels"": [""DIS""]}, {""start"": 30, ""end"": 32, ""text"": ""杨杰"", ""labels"": [""PER""]}]"
",新冠病毒的传染性极高。","[{""start"": 1, ""end"": 5, ""text"": ""新冠病毒"", ""labels"": [""DIS""]}]"
据绿城管理招股书，绿城管理董事会由8名成员组成，其中执行董事2名，分别为行政总裁李军、林三九，非执行董事3名，分别为董事会主席郭佳峰、张亚东、刘文生。,"[{""start"": 40, ""end"": 42, ""text"": ""李军"", ""labels"": [""PER""]}, {""start"": 9, ""end"": 16, ""text"": ""绿城管理董事会"", ""labels"": [""ORG""]}, {""start"": 1, ""end"": 5, ""text"": ""绿城管理"", ""labels"": [""ORG""]}, {""start"": 43, ""end"": 46, ""text"": ""林三九"", ""labels"": [""PER""]}, {""start"": 63, ""end"": 66, ""text"": ""郭佳峰"", ""labels"": [""PER""]}, {""start"": 67, ""end"": 70, ""text"": ""张亚东"", ""labels"": [""PER""]}, {""start"": 71, ""end"": 74, ""text"": ""刘文生"", ""labels"": [""PER""]}]"
期间，谢某某擅自与其家人一同前往其他镇村的亲戚家中聚餐；擅自驾车前往县医院体检。,"[{""start"": 3, ""end"": 6, ""text"": ""谢某某"", ""labels"": [""PER""]}]"
",中央应对疫情工作领导小组会议强调，各地要提高分散接诊、集中收治能力，将重症病例集中到综合力量最强的医院，或派出重症医学专家赴定点医院全天候值守。","[{""start"": 1, ""end"": 3, ""text"": ""中央"", ""labels"": [""ORG""]}, {""start"": 5, ""end"": 13, ""text"": ""疫情工作领导小组"", ""labels"": [""ORG""]}]"
无论是组织架构的调整，还是线上线下销售模式的调整，其实都是孙来春本来就要做、就应该做的，只不过“原有的一些东西没有一定的外力是变不动的”，而疫情正好形成了一种外力，帮助林清轩推动了这些变化。,"[{""start"": 29, ""end"": 32, ""text"": ""孙来春"", ""labels"": [""PER""]}, {""start"": 84, ""end"": 87, ""text"": ""林清轩"", ""labels"": [""PER""]}]"
",2019年，交易所公司债公开发行889期，同比上升11.40%；发行金额1.09万亿元，同比增长7.44%。","[{""start"": 1, ""end"": 6, ""text"": ""2019年"", ""labels"": [""TIME""]}]"
但是先在中国内部基本恢复正常运行，是最重要的任务，否则和境外更搞不清。,"[{""start"": 4, ""end"": 6, ""text"": ""中国"", ""labels"": [""LOC""]}]"
",记者采访了解到，目前银保监会在意外险精算体系完善、意外险发生率表编制方面已有明确时间安排。","[{""start"": 11, ""end"": 15, ""text"": ""银保监会"", ""labels"": [""ORG""]}]"
",“从供应角度来看，春节前北方港口库存就已偏低，过节期间煤炭调入回落，但长协煤拉运持续，导致库存进一步下降。","[{""start"": 10, ""end"": 12, ""text"": ""春节"", ""labels"": [""ORG""]}]"
武汉市常规医院资源一度紧缺，120急救出车一趟，载着患者跑四五家医院无人收治并不鲜见，但这极大影响了武汉市急救资源的周转效率。,"[{""start"": 0, ""end"": 3, ""text"": ""武汉市"", ""labels"": [""LOC""]}, {""start"": 50, ""end"": 53, ""text"": ""武汉市"", ""labels"": [""LOC""]}]"
",陈晨完全没想到，为了拿到生产口罩最重要的设备和原材料，会经历如此多的波折。","[{""start"": 1, ""end"": 3, ""text"": ""陈晨"", ""labels"": [""PER""]}, {""start"": 15, ""end"": 17, ""text"": ""口罩"", ""labels"": [""TOOL""]}]"
",值得关注的是，益客食品以员工“自愿放弃缴纳社会保险”为由没有为员工缴纳社保的行为存在较大的法律风险。","[{""start"": 8, ""end"": 12, ""text"": ""益客食品"", ""labels"": [""ORG""]}]"
",该标准是在2011年发布的《乘用车内空气质量评价指南》基础上重新修订的，重新明确了乘用车内8种挥发性污染物的浓度限值，特别针对苯、甲苯等致癌物质提出了更严格的要求。","[{""start"": 6, ""end"": 11, ""text"": ""2011年"", ""labels"": [""TIME""]}]"
"原本预期70亿票房，对全年票房影响不可估量,今年的春节档在1月23日提前迎来“休止符”。","[{""start"": 25, ""end"": 27, ""text"": ""春节"", ""labels"": [""TIME""]}, {""start"": 29, ""end"": 34, ""text"": ""1月23日"", ""labels"": [""TIME""]}]"
",云南,金融扶持：对受疫情影响较大的批发零售、住宿餐饮、物流运输、文化旅游等行业和“三农”领域行业，以及有发展前景的企业和合作社，金融机构不得盲目抽贷、断贷、压贷；对受疫情影响严重的企业和合作社，到期还款困难的，予以展期或续贷。","[{""start"": 1, ""end"": 3, ""text"": ""云南"", ""labels"": [""LOC""]}]"
"原标题：交通运输部公布各地应急运输电话，严禁阻碍应急物资运输,2月1日，交通运输部印发《关于切实保障疫情防控应急物资运输车辆顺畅通行的紧急通知》（简称《通知》），就做好应对疫情各类应急物资、生活物资、重点生产物资、医护及防控人员的运输保障工作作出部署，全力保障应急物资运输车辆的顺畅通行。","[{""start"": 4, ""end"": 9, ""text"": ""交通运输部"", ""labels"": [""ORG""]}, {""start"": 31, ""end"": 35, ""text"": ""2月1日"", ""labels"": [""TIME""]}, {""start"": 36, ""end"": 41, ""text"": ""交通运输部"", ""labels"": [""ORG""]}]"
现场聚集着多家武汉医院的医护人员，他们接到通知来领取物资，多名医护人员告诉《财经》记者，还在等待消息，不能立刻拿到物资。,"[{""start"": 7, ""end"": 11, ""text"": ""武汉医院"", ""labels"": [""ORG""]}, {""start"": 37, ""end"": 41, ""text"": ""《财经》"", ""labels"": [""ORG""]}]"
因此，深圳医协副会长蔡翘梧更倾向于从好的方向来理解这次纠纷：“同心抗击疫情，其实大家的本意都是好的，只是有时候难免高估了自己的实力。,"[{""start"": 3, ""end"": 7, ""text"": ""深圳医协"", ""labels"": [""ORG""]}, {""start"": 10, ""end"": 13, ""text"": ""蔡翘梧"", ""labels"": [""PER""]}]"
"”,而在比赛前一天的赛前发布会上，主教练热内西奥也表达出了迎战的信心。","[{""start"": 20, ""end"": 24, ""text"": ""热内西奥"", ""labels"": [""PER""]}]"
",王海慜,责任编辑：张恒星,SF142","[{""start"": 1, ""end"": 4, ""text"": ""王海慜"", ""labels"": [""PER""]}, {""start"": 10, ""end"": 13, ""text"": ""张恒星"", ""labels"": [""PER""]}]"
",下一步，邮储银行将继续坚定不移把党中央、国务院各项决策部署落到实处，切实履行国有大行的责任担当，与全国人民一道，坚定信心、同舟共济、科学防治、精准施策，坚决打赢这场疫情防控阻击战。","[{""start"": 5, ""end"": 9, ""text"": ""邮储银行"", ""labels"": [""ORG""]}, {""start"": 17, ""end"": 20, ""text"": ""党中央"", ""labels"": [""ORG""]}, {""start"": 21, ""end"": 24, ""text"": ""国务院"", ""labels"": [""ORG""]}]"
",[环球网综合报道]2月3日，阿联酋驻华大使馆官方微博@阿联酋驻华大使馆发文称，为表达对武汉及世界各地中国人民的支持，当地时间2日晚，阿联酋首都阿布扎比以及迪拜多个地标性建筑都亮起了“中国红”以及特别设计的“武汉加油”的图标。","[{""start"": 2, ""end"": 5, ""text"": ""环球网"", ""labels"": [""ORG""]}, {""start"": 10, ""end"": 14, ""text"": ""2月3日"", ""labels"": [""TIME""]}, {""start"": 15, ""end"": 23, ""text"": ""阿联酋驻华大使馆"", ""labels"": [""ORG""]}, {""start"": 28, ""end"": 36, ""text"": ""阿联酋驻华大使馆"", ""labels"": [""ORG""]}, {""start"": 44, ""end"": 46, ""text"": ""武汉"", ""labels"": [""LOC""]}, {""start"": 51, ""end"": 53, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 59, ""end"": 66, ""text"": ""当地时间2日晚"", ""labels"": [""TIME""]}, {""start"": 67, ""end"": 72, ""text"": ""阿联酋首都"", ""labels"": [""LOC""]}, {""start"": 72, ""end"": 76, ""text"": ""阿布扎比"", ""labels"": [""LOC""]}, {""start"": 78, ""end"": 80, ""text"": ""迪拜"", ""labels"": [""LOC""]}, {""start"": 92, ""end"": 94, ""text"": ""中国"", ""labels"": [""LOC""]}, {""start"": 104, ""end"": 106, ""text"": ""武汉"", ""labels"": [""LOC""]}]"
"2月7日，腾讯宣布设立15亿元“抗击新型冠状病毒感染肺炎疫情综合保障基金”,。","[{""start"": 0, ""end"": 4, ""text"": ""2月7日"", ""labels"": [""TIME""]}, {""start"": 5, ""end"": 7, ""text"": ""腾讯"", ""labels"": [""ORG""]}, {""start"": 18, ""end"": 24, ""text"": ""新型冠状病毒"", ""labels"": [""DIS""]}, {""start"": 26, ""end"": 28, ""text"": ""肺炎"", ""labels"": [""DIS""]}]"
